6270;M19.95;Arthrosis, unspecified, pelvic and thigh
6271;M19.96;Arthrosis, unspecified, lower leg
6272;M19.97;Arthrosis, unspecified, ankle and foot
6273;M19.98;Arthrosis, unspecified, other sites
6274;M19.99;Arthrosis, unspecified, unspecified site
6275;M20;Acquired deformities of fingers and toes
6276;M20.0;Deformity of finger(s)
6277;M20.1;Hallux valgus (acquired)
6278;M20.2;Hallux rigidus
6279;M20.3;Other deformity of hallux (acquired)
6280;M20.4;Other hammer toe(s) (acquired)
6281;M20.5;Other deformities of toe(s) (acquired)
6282;M20.6;Acquired deformity of toe(s), unspecified
6283;M21;Other acquired deformities of limbs
6284;M21.0;Valgus deformity, not elsewhere classified
6285;M21.00;Valgus deformity, not elsewhere classified, multiple sites
6286;M21.01;Valgus deformity, not elsewhere classified, shoulder region
6287;M21.02;Valgus deformity, not elsewhere classified, upper arm
6288;M21.03;Valgus deformity, not elsewhere classified, forearm
6289;M21.04;Valgus deformity, not elsewhere classified, hand
6290;M21.05;Valgus deformity, not elsewhere classified, pelvic and thigh
6291;M21.06;Valgus deformity, not elsewhere classified, lower leg
6292;M21.07;Valgus deformity, not elsewhere classified, ankle and foot
6293;M21.08;Valgus deformity, not elsewhere classified, other sites
6294;M21.09;Valgus deformity, not elsewhere classified, unspecified site
6295;M21.1;Varus deformity, not elsewhere classified
6296;M21.10;Varus deformity, not elsewhere classified, multiple sites
6297;M21.11;Varus deformity, not elsewhere classified, shoulder region
6298;M21.12;Varus deformity, not elsewhere classified, upper arm
6299;M21.13;Varus deformity, not elsewhere classified, forearm
6300;M21.14;Varus deformity, not elsewhere classified, hand
6301;M21.15;Varus deformity, not elsewhere classified, pelvic and thigh
6302;M21.16;Varus deformity, not elsewhere classified, lower leg
6303;M21.17;Varus deformity, not elsewhere classified, ankle and foot
6304;M21.18;Varus deformity, not elsewhere classified, other sites
6305;M21.19;Varus deformity, not elsewhere classified, unspecified site
6306;M21.2;Flexion deformity
6307;M21.20;Flexion deformity, multiple sites
6308;M21.21;Flexion deformity, shoulder region
6309;M21.22;Flexion deformity, upper arm
6310;M21.23;Flexion deformity, forearm
6311;M21.24;Flexion deformity, hand
6312;M21.25;Flexion deformity, pelvic and thigh
6313;M21.26;Flexion deformity, lower leg
6314;M21.27;Flexion deformity, ankle and foot
6315;M21.28;Flexion deformity, other sites
6316;M21.29;Flexion deformity, unspecified site
6317;M21.3;Wrist or foot drop (acquired)
6318;M21.34;Wrist or foot drop (acquired), hand
6319;M21.37;Wrist or foot drop (acquired), ankle and foot
6320;M21.4;Flat foot [pes planus] (acquired)
6321;M21.47;Flat foot [pes planus] (acquired), ankle and foot
6322;M21.5;Acquired clawhand, clubhand, clawfoot and clubfoot
6323;M21.54;Acquired clawhand, clubhand, clawfoot and clubfoot, hand
6324;M21.57;Acquired clawhand, clubhand, clawfoot and clubfoot, ankle and foot
6325;M21.6;Other acquired deformities of ankle and foot
6326;M21.67;Other acquired deformities of ankle and foot, ankle and foot
6327;M21.7;Unequal limb length (acquired)
6328;M21.70;Unequal limb length (acquired), multiple sites
6329;M21.71;Unequal limb length (acquired), shoulder region
6330;M21.72;Unequal limb length (acquired), upper arm
6331;M21.73;Unequal limb length (acquired), forearm
6332;M21.74;Unequal limb length (acquired), hand
6333;M21.75;Unequal limb length (acquired), pelvic and thigh
6334;M21.76;Unequal limb length (acquired), lower leg
6335;M21.77;Unequal limb length (acquired), ankle and foot
6336;M21.78;Unequal limb length (acquired), other sites
6337;M21.79;Unequal limb length (acquired), unspecified site
6338;M21.8;Other specified acquired deformities of limbs
6339;M21.80;Other specified acquired deformities of limbs, multiple sites
6340;M21.81;Other specified acquired deformities of limbs, shoulder region
6341;M21.82;Other specified acquired deformities of limbs, upper arm
6342;M21.83;Other specified acquired deformities of limbs, forearm
6343;M21.84;Other specified acquired deformities of limbs, hand
6344;M21.85;Other specified acquired deformities of limbs, pelvic and thigh
6345;M21.86;Other specified acquired deformities of limbs, lower leg 1
6346;M21.87;Other specified acquired deformities of limbs, ankle and foot 1
6347;M21.88;Other specified acquired deformities of limbs, other sites 1
6348;M21.89;Other specified acquired deformities of limbs, unspecified site 1
6349;M21.9;Acquired deformity of limb, unspecified 1
6350;M21.90;Acquired deformity of limb, unspecified, multiple sites 1
6351;M21.91;Acquired deformity of limb, unspecified, shoulder region 1
6352;M21.92;Acquired deformity of limb, unspecified, upper arm 1
6353;M21.93;Acquired deformity of limb, unspecified, forearm 1
6354;M21.94;Acquired deformity of limb, unspecified, hand 1
6355;M21.95;Acquired deformity of limb, unspecified, pelvic and thigh 1
6356;M21.96;Acquired deformity of limb, unspecified, lower leg 1
6357;M21.97;Acquired deformity of limb, unspecified, ankle and foot 1
6358;M21.98;Acquired deformity of limb, unspecified, other sites 1
6359;M21.99;Acquired deformity of limb, unspecified, unspecified site 1
6360;M22;Disorders of patella
6361;M22.0;Recurrent dislocation of patella 1
6362;M22.1;Recurrent subluxation of patella 1
6363;M22.2;Patellofemoral disorders 1
6364;M22.3;Other derangements of patella 1
6365;M22.4;Chondromalacia patellae
6366;M22.8;Other disorders of patella
6367;M22.9;Disorder of patella, unspecified
6368;M23;Internal derangement of knee
6369;M23.0;Cystic meniscus
6370;M23.00;Cystic meniscus, multiple sites
6371;M23.01;Cystic meniscus, anterior cruciate ligament or anterior horn medial meniscus
6372;M23.02;Cystic meniscus, posterior cruciate ligament or anterior horn medial meniscus
6373;M23.03;Cystic meniscus, medial collateral ligament or other and unspecified medial meniscus
6374;M23.04;Cystic meniscus, lateral collateral ligament or anterior horn of lateral meniscus
6375;M23.05;Cystic meniscus, posterior horn of lateral meniscus
6376;M23.06;Cystic meniscus, other and unspecified lateral meniscus
6377;M23.07;Cystic meniscus, capsular ligament
6378;M23.09;Cystic meniscus, unspecified ligament or unspecified meniscus
6379;M23.1;Discoid meniscus (congenital)
6380;M23.10;Discoid meniscus (congenital), multiple sites
6381;M23.11;Discoid meniscus (congenital), anterior cruciate ligament or anterior horn medial meniscus
6382;M23.12;Discoid meniscus (congenital), posterior cruciate ligament or anterior horn medial meniscus
6383;M23.13;Discoid meniscus (congenital), medial collateral ligament or other and unspecified medial meniscus
6384;M23.14;Discoid meniscus (congenital), lateral collateral ligament or anterior horn of lateral meniscus
6385;M23.15;Discoid meniscus (congenital), posterior horn of lateral meniscus
6386;M23.16;Discoid meniscus (congenital), other and unspecified lateral meniscus
6387;M23.17;Discoid meniscus (congenital),capsular ligament
6388;M23.19;Discoid meniscus (congenital), unspecified ligament or unspecified meniscus
6389;M23.2;Derangement of meniscus due to old tear or injury
6390;M23.20;Derangement of meniscus due to old tear or injury, multiple sites
6391;M23.21;Derangement of meniscus due to old tear or injury, anterior cruciate ligament or anterior horn medial meniscus
6392;M23.22;Derangement of meniscus due to old tear or injury, posterior cruciate ligament or anterior horn medial meniscus
6393;M23.23;Derangement of meniscus due to old tear or injury, medial collateral ligament or other and unspecified medial meniscus
6394;M23.24;Derangement of meniscus due to old tear or injury, lateral collateral ligament or anterior horn of lateral meniscus
6395;M23.25;Derangement of meniscus due to old tear or injury, posterior horn of lateral meniscus
6396;M23.26;Derangement of meniscus due to old tear or injury, other and unspecified lateral meniscus
6397;M23.27;Derangement of meniscus due to old tear or injury, capsular ligament
6398;M23.29;Derangement of meniscus due to old tear or injury, unspecified ligament or unspecified meniscus
6399;M23.3;Other meniscus derangements
6400;M23.30;Other meniscus derangements, multiple sites
6401;M23.31;Other meniscus derangements, anterior cruciate ligament or anterior horn medial meniscus
6402;M23.32;Other meniscus derangements, posterior cruciate ligament or anterior horn medial meniscus
6403;M23.33;Other meniscus derangements, medial collateral ligament or other and unspecified medial meniscus
6404;M23.34;Other meniscus derangements, lateral collateral ligament or anterior horn of lateral meniscus
6405;M23.35;Other meniscus derangements, posterior horn of lateral meniscus
6406;M23.36;Other meniscus derangements, other and unspecified lateral meniscus
6407;M23.37;Other meniscus derangements, capsular ligament
6408;M23.39;Other meniscus derangements, unspecified ligament or unspecified meniscus
6409;M23.4;Loose body in knee
6410;M23.40;Loose body in knee, multiple sites
6411;M23.41;Loose body in knee, anterior cruciate ligament or anterior horn medial meniscus
6412;M23.42;Loose body in knee, posterior cruciate ligament or anterior horn medial meniscus
6413;M23.43;Loose body in knee, medial collateral ligament or other and unspecified medial meniscus
6414;M23.44;Loose body in knee, lateral collateral ligament or anterior horn of lateral meniscus
6415;M23.45;Loose body in knee, posterior horn of lateral meniscus
6416;M23.46;Loose body in knee, other and unspecified lateral meniscus
6417;M23.47;Loose body in knee, capsular ligament
6418;M23.49;Loose body in knee, unspecified ligament or unspecified meniscus
6419;M23.5;Chronic instability of knee
6420;M23.50;Chronic instability of knee, multiple sites
6421;M23.51;Chronic instability of knee, anterior cruciate ligament or anterior horn medial meniscus
6422;M23.52;Chronic instability of knee, posterior cruciate ligament or anterior horn medial meniscus
6423;M23.53;Chronic instability of knee, medial collateral ligament or other and unspecified medial meniscus
6424;M23.54;Chronic instability of knee, lateral collateral ligament or anterior horn of lateral meniscus
6425;M23.55;Chronic instability of knee, posterior horn of lateral meniscus
6426;M23.56;Chronic instability of knee, other and unspecified lateral meniscus
6427;M23.57;Chronic instability of knee, capsular ligament
6428;M23.59;Chronic instability of knee, unspecified ligament or unspecified meniscus
6429;M23.6;Other spontaneous disruption of ligament(s) of knee
6430;M23.60;Other spontaneous disruption of ligament(s) of knee, multiple sites
6431;M23.61;Other spontaneous disruption of ligament(s) of knee, anterior cruciate ligament or anterior horn medial meniscus
6432;M23.62;Other spontaneous disruption of ligament(s) of knee, posterior cruciate ligament or anterior horn medial meniscus
6433;M23.63;Other spontaneous disruption of ligament(s) of knee, medial collateral ligament or other and unspecified medial meniscus
6434;M23.64;Other spontaneous disruption of ligament(s) of knee, lateral collateral ligament or anterior horn of lateral meniscus
6435;M23.65;Other spontaneous disruption of ligament(s) of knee, posterior horn of lateral meniscus
6436;M23.66;Other spontaneous disruption of ligament(s) of knee, other and unspecified lateral meniscus
6437;M23.67;Other spontaneous disruption of ligament(s) of knee, capsular ligament
6438;M23.69;Other spontaneous disruption of ligament(s) of knee, unspecified ligament or unspecified meniscus
6439;M23.8;Other internal derangements of knee
6440;M23.80;Other internal derangements of knee, multiple sites
6441;M23.81;Other internal derangements of knee, anterior cruciate ligament or anterior horn medial meniscus
6442;M23.82;Other internal derangements of knee, posterior cruciate ligament or anterior horn medial meniscus
6443;M23.83;Other internal derangements of knee, medial collateral ligament or other and unspecified medial meniscus
6444;M23.84;Other internal derangements of knee, lateral collateral ligament or anterior horn of lateral meniscus
6445;M23.85;Other internal derangements of knee, posterior horn of lateral meniscus
6446;M23.86;Other internal derangements of knee, other and unspecified lateral meniscus
6447;M23.87;Other internal derangements of knee, capsular ligament
6448;M23.89;Other internal derangements of knee, unspecified ligament or unspecified meniscus
6449;M23.9;Internal derangement of knee, unspecified
6450;M23.90;Internal derangement of knee, unspecified, multiple sites
6451;M23.91;Internal derangement of knee, unspecified,anterior cruciate ligament or anterior horn medial meniscus
6452;M23.92;Internal derangement of knee, unspecified, posterior cruciate ligament or anterior horn medial meniscus
6453;M23.93;Internal derangement of knee, unspecified, medial collateral ligament or other and unspecified medial meniscus
6454;M23.94;Internal derangement of knee, unspecified, lateral collateral ligament or anterior horn of lateral meniscus
6455;M23.95;Internal derangement of knee, unspecified, posterior horn of lateral meniscus
6456;M23.96;Internal derangement of knee, unspecified, other and unspecified lateral meniscus
6457;M23.97;Internal derangement of knee, unspecified, capsular ligament
6458;M23.99;Internal derangement of knee, unspecified, unspecified ligament or unspecified meniscus
6459;M24;Other specific joint derangements
6460;M24.0;Loose body in joint
6461;M24.00;Loose body in joint, multiple sites
6462;M24.01;Loose body in joint, shouder region
6463;M24.02;Loose body in joint, upper arm
6464;M24.03;Loose body in joint, forearm
6465;M24.04;Loose body in joint, hand
6466;M24.05;Loose body in joint, pelvic and thigh
6467;M24.06;Loose body in joint, lower leg
6468;M24.07;Loose body in joint, ankle and foot
6469;M24.08;Loose body in joint, other sites
6470;M24.09;Loose body in joint, unspecified site
6471;M24.1;Other articular cartilage disorders
6472;M24.10;Other articular cartilage disorders, multiple sites
6473;M24.11;Other articular cartilage disorders, shoulder region
6474;M24.12;Other articular cartilage disorders, upper arm
6475;M24.13;Other articular cartilage disorders, forearm
6476;M24.14;Other articular cartilage disorders, hand
6477;M24.15;Other articular cartilage disorders, pelvic and thigh
6478;M24.16;Other articular cartilage disorders, lower leg
6479;M24.17;Other articular cartilage disorders, ankle and foot
6480;M24.18;Other articular cartilage disorders, other sites
6481;M24.19;Other articular cartilage disorders, unspecified site
6482;M24.2;Disorder of ligament
6483;M24.20;Disorder of ligament, multiple sites
6484;M24.21;Disorder of ligament, shouder region
6485;M24.22;Disorder of ligament, upper arm
6486;M24.23;Disorder of ligament, forearm
6487;M24.24;Disorder of ligament, hand
6488;M24.25;Disorder of ligament, pelvic and thigh
6489;M24.26;Disorder of ligament, lower leg
6490;M24.27;Disorder of ligament, ankle and foot
6491;M24.28;Disorder of ligament, other sites
6492;M24.29;Disorder of ligament, unspecified site
6493;M24.3;Pathological dislocation and subluxation of joint, not elsewhere classified
6494;M24.30;Pathological dislocation and subluxation of joint not elsewhere classified, multiple sites
6495;M24.31;Pathological dislocation and subluxation of joint not elsewhere classified, shoulder region
6496;M24.32;Pathological dislocation and subluxation of joint not elsewhere classified, upper arm
6497;M24.33;Pathological dislocation and subluxation of joint not elsewhere classified, forearm
6498;M24.34;Pathological dislocation and subluxation of joint not elsewhere classified, hand
6499;M24.35;Pathological dislocation and subluxation of joint not elsewhere classified, pelvic and thigh
6500;M24.36;Pathological dislocation and subluxation of joint not elsewhere classified, lower leg
6501;M24.37;Pathological dislocation and subluxation of joint not elsewhere classified, ankle and foot
6502;M24.38;Pathological dislocation and subluxation of joint not elsewhere classified, other sites
6503;M24.39;Pathological dislocation and subluxation of joint not elsewhere classified, unspecified site
6504;M24.4;Recurrent dislocation and subluxation of joint
6505;M24.40;Recurrent dislocation and subluxation of joint, multiple sites
6506;M24.41;Recurrent dislocation and subluxation of joint, shoulder region
6507;M24.42;Recurrent dislocation and subluxation of joint, upper arm
6508;M24.43;Recurrent dislocation and subluxation of joint, forearm
6509;M24.44;Recurrent dislocation and subluxation of joint, hand
6510;M24.45;Recurrent dislocation and subluxation of joint, pelvic and thigh
6511;M24.46;Recurrent dislocation and subluxation of joint, lower leg
6512;M24.47;Recurrent dislocation and subluxation of joint, ankle and foot
6513;M24.48;Recurrent dislocation and subluxation of joint, other sites
6514;M24.49;Recurrent dislocation and subluxation of joint, unspecified site
6515;M24.5;Contracture of joint
6516;M24.50;Contracture of joint, multiple sites
6517;M24.51;Contracture of joint, shouder region
6518;M24.52;Contracture of joint, upper arm
6519;M24.53;Contracture of joint, forearm
6520;M24.54;Contracture of joint, hand
6521;M24.55;Contracture of joint, pelvic and thigh
6522;M24.56;Contracture of joint, lower leg
6523;M24.57;Contracture of joint, ankle and foot
6524;M24.58;Contracture of joint, other sites
6525;M24.59;Contracture of joint, unspecified site
6526;M24.6;Ankylosis of joint
6527;M24.60;Ankylosis of joint, multiple sites
6528;M24.61;Ankylosis of joint, shoulder region
6529;M24.62;Ankylosis of joint, upper arm
6530;M24.63;Ankylosis of joint, forearm
6531;M24.64;Ankylosis of joint, hand
6532;M24.65;Ankylosis of joint, pelvic and thigh
6533;M24.66;Ankylosis of joint, lower leg
6534;M24.67;Ankylosis of joint, ankle and foot
6535;M24.68;Ankylosis of joint, other sites
6536;M24.69;Ankylosis of joint, unspecified site
6537;M24.7;Protrusio acetabuli
6538;M24.75;Protrusio acetabuli, pelvic andthigh
6539;M24.8;Other specific joint derangements, not elsewhere classified
6540;M24.80;Other specific joint derangements, not elsewhere classified, multiple sites
6541;M24.81;Other specific joint derangements, not elsewhere classified, shoulder region
6542;M24.82;Other specific joint derangements, not elsewhere classified, upper arm
6543;M24.83;Other specific joint derangements, not elsewhere classified, forearm
6544;M24.84;Other specific joint derangements, not elsewhere classified, hand
6545;M24.85;Other specific joint derangements, not elsewhere classified, pelvic and thigh
6546;M24.86;Other specific joint derangements, not elsewhere classified, lower leg
6547;M24.87;Other specific joint derangements, not elsewhere classified, ankle and foot
6548;M24.88;Other specific joint derangements, not elsewhere classified, other sites
6549;M24.89;Other specific joint derangements, not elsewhere classified, unspecified site
6550;M24.9;Joint derangement, unspecified
6551;M24.90;Joint derangement, unspecified, multiple sites
6552;M24.91;Joint derangement, unspecified, shoulder region
6553;M24.92;Joint derangement, unspecified, upper arm
6554;M24.93;Joint derangement, unspecified, forearm
6555;M24.94;Joint derangement, unspecified, hand
6556;M24.95;Joint derangement, unspecified, pelvic and thigh
6557;M24.96;Joint derangement, unspecified, lower leg
6558;M24.97;Joint derangement, unspecified, ankle and foot
6559;M24.98;Joint derangement, unspecified, other sites
6560;M24.99;Joint derangement, unspecified, unspecified site
6561;M25;Other joint disorders, not elsewhere classified
6562;M25.0;Haemarthrosis
6563;M25.00;Haemarthrosis, multiple sites
6564;M25.01;Haemarthrosis, shoulder region
6565;M25.02;Haemarthrosis, upper arm
6566;M25.03;Haemarthrosis, forearm
6567;M25.04;Haemarthrosis, hand
6568;M25.05;Haemarthrosis, pelvic and thigh
6569;M25.06;Haemarthrosis, lower leg
6570;M25.07;Haemarthrosis, ankle and foot
6571;M25.08;Haemarthrosis, other sites
6572;M25.09;Haemarthrosis, unspecified site
6573;M25.1;Fistula of joint
6574;M25.10;Fistula of joint, multiple sites
6575;M25.11;Fistula of joint, shoulder region
6576;M25.12;Fistula of joint, upper arm
6577;M25.13;Fistula of joint, forearm
6578;M25.14;Fistula of joint, hand
6579;M25.15;Fistula of joint, pelvic and thigh
6580;M25.16;Fistula of joint, lower leg
6581;M25.17;Fistula of joint, ankle and foot
6582;M25.18;Fistula of joint, other sites
6583;M25.19;Fistula of joint, unspecified site
6584;M25.2;Flail joint
6585;M25.20;Flail joint, multiple sites
6586;M25.21;Flail joint, shoulder region
6587;M25.22;Flail joint, upper arm
6588;M25.23;Flail joint, forearm
6589;M25.24;Flail joint, hand
6590;M25.25;Flail joint, pelvic and thigh
6591;M25.26;Flail joint, lower leg
6592;M25.27;Flail joint, ankle and foot
6593;M25.28;Flail joint, other sites
6594;M25.29;Flail joint, unspecified site
6595;M25.3;Other instability of joint
6596;M25.30;Other instability of joint, multiple sites
6597;M25.31;Other instability of joint, shoulder region
6598;M25.32;Other instability of joint, upper arm
6599;M25.33;Other instability of joint, forearm
6600;M25.34;Other instability of joint, hand
6601;M25.35;Other instability of joint, pelvic and thigh
6602;M25.36;Other instability of joint, lower leg
6603;M25.37;Other instability of joint, ankle and foot
6604;M25.38;Other instability of joint, other sites
6605;M25.39;Other instability of joint, unspecified site
6606;M25.4;Effusion of joint
6607;M25.40;Effusion of joint, multiple sites
6608;M25.41;Effusion of joint, shoulder region
6609;M25.42;Effusion of joint, upper arm
6610;M25.43;Effusion of joint, forearm
6611;M25.44;Effusion of joint, hand
6612;M25.45;Effusion of joint, pelvic and thigh
6613;M25.46;Effusion of joint, lower leg
6614;M25.47;Effusion of joint, ankle and foot
6615;M25.48;Effusion of joint, other sites
6616;M25.49;Effusion of joint, unspecified site
6617;M25.5;Pain in joint
6618;M25.50;Pain in joint, multiple sites
6619;M25.51;Pain in joint, shouder region
6620;M25.52;Pain in joint, upper arm
6621;M25.53;Pain in joint, forearm
6622;M25.54;Pain in joint, hand
6623;M25.55;Pain in joint, pelvic and thigh
6624;M25.56;Pain in joint, lower leg
6625;M25.57;Pain in joint, ankle and foot
6626;M25.58;Pain in joint, other sites
6627;M25.59;Pain in joint, unspecified site
6628;M25.6;Stiffness of joint, not elsewhere classified
6629;M25.60;Stiffness of joint, not elsewhere classified, multiple sites
6630;M25.61;Stiffness of joint, not elsewhere classified, shoulder region
6631;M25.62;Stiffness of joint, not elsewhere classified, upper arm
6632;M25.63;Stiffness of joint, not elsewhere classified, forearm
6633;M25.64;Stiffness of joint, not elsewhere classified, hand
6634;M25.65;Stiffness of joint, not elsewhere classified, pelvic and thigh
6635;M25.66;Stiffness of joint, not elsewhere classified, lower leg
6636;M25.67;Stiffness of joint, not elsewhere classified, ankle and foot
6637;M25.68;Stiffness of joint, not elsewhere classified, other sites
6638;M25.69;Stiffness of joint, not elsewhere classified, unspecified site
6639;M25.7;Osteophyte
6640;M25.70;Osteophyte, multiple sites
6641;M25.71;Osteophyte, shoulder region
6642;M25.72;Osteophyte, upper arm
6643;M25.73;Osteophyte, forearm
6644;M25.74;Osteophyte, hand
6645;M25.75;Osteophyte, pelvic and thigh
6646;M25.76;Osteophyte, lower leg
6647;M25.77;Osteophyte, ankle  and foot
6648;M25.78;Osteophyte, other sites
6649;M25.79;Osteophyte, unspecified site
6650;M25.8;Other specified joint disorders
6651;M25.80;Other specified joint disorders, multiple sites
6652;M25.81;Other specified joint disorders, sholder region
6653;M25.82;Other specified joint disorders, upper arm
6654;M25.83;Other specified joint disorders, forearm
6655;M25.84;Other specified joint disorders, hand
6656;M25.85;Other specified joint disorders, pelvic and thigh
6657;M25.86;Other specified joint disorders, lower leg
6658;M25.87;Other specified joint disorders, ankle and foot
6659;M25.88;Other specified joint disorders, other sites
6660;M25.89;Other specified joint disorders, unspecified site
6661;M25.9;Joint disorder, unspecified
6662;M25.90;Joint disorder, unspecified, multiple sites
6663;M25.91;Joint disorder, unspecified, shoulder region
6664;M25.92;Joint disorder, unspecified, upper arm
6665;M25.93;Joint disorder, unspecified, forearm
6666;M25.94;Joint disorder, unspecified, hand
6667;M25.95;Joint disorder, unspecified, pelvic and thigh
6668;M25.96;Joint disorder, unspecified, lower leg
6669;M25.97;Joint disorder, unspecified, ankle and foot
6670;M25.98;Joint disorder, unspecified, other sites
6671;M25.99;Joint disorder, unspecified, unspecified site
6672;M30;Polyarteritis nodosa and related conditions
6673;M30.0;Polyarteritis nodosa
6674;M30.1;Polyarteritis with lung involvement [churg-strauss]
6675;M30.2;Juvenile polyarteritis
6676;M30.3;Mucocutaneous lymph node syndrome [kawasaki]
6677;M30.8;Other conditions related to polyarteritis nodosa
6678;M31;Other necrotizing vasculopathies
6679;M31.0;Hypersensitivity angiitis
6680;M31.1;Thrombotic microangiopathy
6681;M31.2;Lethal midline granuloma
6682;M31.3;Wegener's granulomatosis
6683;M31.4;Aortic arch syndrome [takayasu]
6684;M31.5;Giant cell arteritis with polymyalgia rheumatica
6685;M31.6;Other giant cell arteritis
6686;M31.7;Microscopic polyangiitis
6687;M31.8;Other specified necrotizing vasculopathies
6688;M31.9;Necrotizing vasculopathy, unspecified
6689;M32;Systemic lupus erythematosus
6690;M32.0;Drug-induced systemic lupus erythematosus
6691;M32.1;Systemic lupus erythematosus with organ or system involvement
6692;M32.8;Other forms of systemic lupus erythematosus
6693;M32.9;Systemic lupus erythematosus, unspecified
6694;M33;Dermatopolymyositis
6695;M33.0;Juvenile dermatomyositis
6696;M33.1;Other dermatomyositis
6697;M33.2;Polymyositis
6698;M33.9;Dermatopolymyositis, unspecified
6699;M34;Systemic sclerosis
6700;M34.0;Progressive systemic sclerosis
6701;M34.1;CR(E)ST syndrome
6702;M34.2;Systemic sclerosis induced by drugs and chemicals
6703;M34.8;Other forms of systemic sclerosis
6704;M34.9;Systemic sclerosis, unspecified
6705;M35;Other systemic involvement of connective tissue
6706;M35.0;Sicca syndrome [sjogren]
6707;M35.1;Other overlap syndromes
6708;M35.2;Behcet's disease
6709;M35.3;Polymyalgia rheumatica
6710;M35.4;Diffuse (eosinophilic) fasciitis
6711;M35.5;Multifocal fibrosclerosis
6712;M35.6;Relapsing panniculitis [Weber-Christian]
6713;M35.7;Hypermobility syndrome
6714;M35.8;Other specified systemic involvement of connective tissue
6715;M35.9;Systemic involvement of connective tissue, unspecified
6716;M36;Systemic disorders of connective tissue in diseases classified elsewhere
6717;M36.0;Dermato(poly)myositis in neoplastic disease
6718;M36.1;Arthropathy in neoplastic disease
6719;M36.2;Haemophilic arthropathy
6720;M36.3;Arthropathy in other blood disorders
6721;M36.4;Arthropathy in hypersensitivity reactions classified elsewhere
6722;M36.8;Systemic disorder of connective tissue in other diseases classified elsewhere
6723;M40;Kyphosis and lordosis
6724;M40.0;Postural kyphosis
6725;M40.00;Postural kyphosis, multiple sites in spine
6726;M40.01;Postural kyphosis, occipito-atlanto-axial region
6727;M40.02;Postural kyphosis, cervical region
6728;M40.03;Postural kyphosis, cervicothoracic region
6729;M40.04;Postural kyphosis, thoracic region
6730;M40.05;Postural kyphosis, thoracolumbar region
6731;M40.06;Postural kyphosis, lumbar region
6732;M40.07;Postural kyphosis, lumbosacral region
6733;M40.08;Postural kyphosis, sacral and sacrococcygeal region
6734;M40.09;Postural kyphosis, site unspecified
6735;M40.1;Other secondary kyphosis
6736;M40.10;Other secondary kyphosis, multiple sites in spine
6737;M40.11;Other secondary kyphosis, occipito-atlanto-axial region
6738;M40.12;Other secondary kyphosis, cervical region
6739;M40.13;Other secondary kyphosis, cervicothoracic region
6740;M40.14;Other secondary kyphosis, thoracic region
6741;M40.15;Other secondary kyphosis, thoracolumbar region
6742;M40.16;Other secondary kyphosis, lumbar region
6743;M40.17;Other secondary kyphosis, lumbosacral region
6744;M40.18;Other secondary kyphosis, sacral and sacrococcygeal region
6745;M40.19;Other secondary kyphosis, site unspecified
6746;M40.2;Other and unspecified kyphosis
6747;M40.20;Other and unspecified kyphosis, multiple sites in spine
6748;M40.21;Other and unspecified kyphosis, occipito-atlanto-axial region
6749;M40.22;Other and unspecified kyphosis, cervical region
6750;M40.23;Other and unspecified kyphosis, cervicothoracic region
6751;M40.24;Other and unspecified kyphosis, thoracic region
6752;M40.25;Other and unspecified kyphosis, thoracolumbar region
6753;M40.26;Other and unspecified kyphosis, lumbar region
6754;M40.27;Other and unspecified kyphosis, lumbosacral region
6755;M40.28;Other and unspecified kyphosis, sacral and sacrococcygeal region
6756;M40.29;Other and unspecified kyphosis, site unspecified
6757;M40.3;Flatback syndrome
6758;M40.30;Flatback syndrome, multiple sites in spine
6759;M40.31;Flatback syndrome, occipito-atlanto-axial region
6760;M40.32;Flatback syndrome, cervical region
6761;M40.33;Flatback syndrome, cervicothoracic region
6762;M40.34;Flatback syndrome, thoracic region
6763;M40.35;Flatback syndrome, thoracolumbar region
6764;M40.36;Flatback syndrome, lumbar region
6765;M40.37;Flatback syndrome, lumbosacral region
6766;M40.38;Flatback syndrome, sacral and sacrococcygeal region
6767;M40.39;Flatback syndrome, site unspecified
6768;M40.4;Other lordosis
6769;M40.40;Other lordosis, multiple sites in spine
6770;M40.41;Other lordosis, occipito-atlanto-axial region
6771;M40.42;Other lordosis, cervical region
6772;M40.43;Other lordosis, cervicothoracic region
6773;M40.44;Other lordosis, thoracic region
6774;M40.45;Other lordosis, thoracolumbar region
6775;M40.46;Other lordosis, lumbar region
6776;M40.47;Other lordosis, lumbosacral region
6777;M40.48;Other lordosis, sacral and sacrococcygeal region
6778;M40.49;Other lordosis, site unspecified
6779;M40.5;Lordosis, unspecified
6780;M40.50;Lordosis unspecified, multiple sites in spine
6781;M40.51;Lordosis, unspecified, occipito-atlanto-axial region
6782;M40.52;Lordosis, unspecified, cervical region
6783;M40.53;Lordosis, unspecified, cervicothoracic region
6784;M40.54;Lordosis, unspecified, thoracic region
6785;M40.55;Lordosis, unspecified, thoracolumbar region
6786;M40.56;Lordosis, unspecified, lumbar region
6787;M40.57;Lordosis, unspecified, lumbosacral region
6788;M40.58;Lordosis, unspecified, sacral and sacrococcygeal region
6789;M40.59;Lordosis, unspecified, site unspecified
6790;M41;Scoliosis
6791;M41.0;Infantile idiopathic scoliosis
6792;M41.00;Infantile idiopathic scoliosis, multiple sites in spine
6793;M41.01;Infantile idiopathic scoliosis, occipito-atlanto-axial region
