7138,O3122,Continuing pregnancy after intrauterine death of one fetus or more, second trimester
7139,O3123,Continuing pregnancy after intrauterine death of one fetus or more, third trimester
7140,O313,Continuing pregnancy after elective fetal reduction of one fetus or more
7141,O3130,Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester
7142,O3131,Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester
7143,O3132,Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester
7144,O3133,Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester
7145,O318,Other complications specific to multiple gestation
7146,O318X,Other complications specific to multiple gestation
7147,O318X1,Other complications specific to multiple gestation, first trimester
7148,O318X2,Other complications specific to multiple gestation, second trimester
7149,O318X3,Other complications specific to multiple gestation, third trimester
7150,O318X9,Other complications specific to multiple gestation, unspecified trimester
7151,O32,Maternal care for malpresentation of fetus
7152,O320,Maternal care for unstable lie
7153,O321,Maternal care for breech presentation
7154,O322,Maternal care for transverse and oblique lie
7155,O323,Maternal care for face, brow and chin presentation
7156,O324,Maternal care for high head at term
7157,O326,Maternal care for compound presentation
7158,O328,Maternal care for other malpresentation of fetus
7159,O329,Maternal care for malpresentation of fetus, unspecified
7160,O33,Maternal care for disproportion
7161,O333,Maternal care for disproportion due to outlet contraction of pelvis
7162,O334,Maternal care for disproportion of mixed maternal and fetal origin
7163,O335,Maternal care for disproportion due to unusually large fetus
7164,O336,Maternal care for disproportion due to hydrocephalic fetus
7165,O337,Maternal care for disproportion due to other fetal deformities
7166,O338,Maternal care for disproportion of other origin
7167,O339,Maternal care for disproportion, unspecified
7168,O34,Maternal care for abnormality of pelvic organs
7169,O340,Maternal care for congenital malformation of uterus
7170,O341,Maternal care for benign tumor of corpus uteri
7171,O342,Maternal care due to uterine scar from previous surgery
7172,O3421,Maternal care for scar from previous cesarean delivery
7173,O3429,Maternal care due to uterine scar from other previous surgery
7174,O343,Maternal care for cervical incompetence
7175,O344,Maternal care for other abnormalities of cervix
7176,O345,Maternal care for other abnormalities of gravid uterus
7177,O3451,Maternal care for incarceration of gravid uterus
7178,O3452,Maternal care for prolapse of gravid uterus
7179,O3453,Maternal care for retroversion of gravid uterus
7180,O3459,Maternal care for other abnormalities of gravid uterus
7181,O346,Maternal care for abnormality of vagina
7182,O347,Maternal care for abnormality of vulva and perineum
7183,O348,Maternal care for other abnormalities of pelvic organs
7184,O349,Maternal care for abnormality of pelvic organ, unspecified
7185,O35,Maternal care for known or suspected fetal abnormality and damage
7186,O350,Maternal care for (suspected) central nervous system malformation in fetus
7187,O351,Maternal care for (suspected) chromosomal abnormality in fetus
7188,O352,Maternal care for (suspected) hereditary disease in fetus
7189,O353,Maternal care for (suspected) damage to fetus from viral disease in mother
7190,O354,Maternal care for (suspected) damage to fetus from alcohol
7191,O355,Maternal care for (suspected) damage to fetus by drugs
7192,O356,Maternal care for (suspected) damage to fetus by radiation
7193,O357,Maternal care for (suspected) damage to fetus by other medical procedures
7194,O358,Maternal care for other (suspected) fetal abnormality and damage
7195,O359,Maternal care for (suspected) fetal abnormality and damage, unspecified
7196,O36,Maternal care for other fetal problems
7197,O360,Maternal care for rhesus isoimmunization
7198,O3601,Maternal care for anti-D [Rh] antibodies
7199,O36011,Maternal care for anti-D [Rh] antibodies, first trimester
7200,O36012,Maternal care for anti-D [Rh] antibodies, second trimester
7201,O36013,Maternal care for anti-D [Rh] antibodies, third trimester
7202,O36019,Maternal care for anti-D [Rh] antibodies, unspecified trimester
7203,O3609,Maternal care for other rhesus isoimmunization
7204,O36091,Maternal care for other rhesus isoimmunization, first trimester
7205,O36092,Maternal care for other rhesus isoimmunization, second trimester
7206,O36093,Maternal care for other rhesus isoimmunization, third trimester
7207,O36099,Maternal care for other rhesus isoimmunization, unspecified trimester
7208,O361,Maternal care for other isoimmunization
7209,O3611,Maternal care for Anti-A sensitization
7210,O36111,Maternal care for Anti-A sensitization, first trimester
7211,O36112,Maternal care for Anti-A sensitization, second trimester
7212,O36113,Maternal care for Anti-A sensitization, third trimester
7213,O36119,Maternal care for Anti-A sensitization, unspecified trimester
7214,O3619,Maternal care for other isoimmunization
7215,O36191,Maternal care for other isoimmunization, first trimester
7216,O36192,Maternal care for other isoimmunization, second trimester
7217,O36193,Maternal care for other isoimmunization, third trimester
7218,O36199,Maternal care for other isoimmunization, unspecified trimester
7219,O362,Maternal care for hydrops fetalis
7220,O3620,Maternal care for hydrops fetalis, unspecified trimester
7221,O3621,Maternal care for hydrops fetalis, first trimester
7222,O3622,Maternal care for hydrops fetalis, second trimester
7223,O3623,Maternal care for hydrops fetalis, third trimester
7224,O364,Maternal care for intrauterine death
7225,O365,Maternal care for known or suspected poor fetal growth
7226,O3651,Maternal care for known or suspected placental insufficiency
7227,O36511,Maternal care for known or suspected placental insufficiency, first trimester
7228,O36512,Maternal care for known or suspected placental insufficiency, second trimester
7229,O36513,Maternal care for known or suspected placental insufficiency, third trimester
7230,O36519,Maternal care for known or suspected placental insufficiency, unspecified trimester
7231,O3659,Maternal care for other known or suspected poor fetal growth
7232,O36591,Maternal care for other known or suspected poor fetal growth, first trimester
7233,O36592,Maternal care for other known or suspected poor fetal growth, second trimester
7234,O36593,Maternal care for other known or suspected poor fetal growth, third trimester
7235,O36599,Maternal care for other known or suspected poor fetal growth, unspecified trimester
7236,O366,Maternal care for excessive fetal growth
7237,O3660,Maternal care for excessive fetal growth, unspecified trimester
7238,O3661,Maternal care for excessive fetal growth, first trimester
7239,O3662,Maternal care for excessive fetal growth, second trimester
7240,O3663,Maternal care for excessive fetal growth, third trimester
7241,O367,Maternal care for viable fetus in abdominal pregnancy
7242,O3670,Maternal care for viable fetus in abdominal pregnancy, unspecified trimester
7243,O3671,Maternal care for viable fetus in abdominal pregnancy, first trimester
7244,O3672,Maternal care for viable fetus in abdominal pregnancy, second trimester
7245,O3673,Maternal care for viable fetus in abdominal pregnancy, third trimester
7246,O368,Maternal care for other specified fetal problems
7247,O3680,Pregnancy with inconclusive fetal viability
7248,O3681,Decreased fetal movements
7249,O36812,Decreased fetal movements, second trimester
7250,O36813,Decreased fetal movements, third trimester
7251,O36819,Decreased fetal movements, unspecified trimester
7252,O3682,Fetal anemia and thrombocytopenia
7253,O36821,Fetal anemia and thrombocytopenia, first trimester
7254,O36822,Fetal anemia and thrombocytopenia, second trimester
7255,O36823,Fetal anemia and thrombocytopenia, third trimester
7256,O36829,Fetal anemia and thrombocytopenia, unspecified trimester
7257,O3683,Maternal care for abnormalities of the fetal heart rate or rhythm
7258,O36831,Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester
7259,O36832,Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester
7260,O36833,Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester
7261,O36839,Maternal care for abnormalities of the fetal heart rate or rhythm, unspecified trimester
7262,O3689,Maternal care for other specified fetal problems
7263,O36891,Maternal care for other specified fetal problems, first trimester
7264,O36892,Maternal care for other specified fetal problems, second trimester
7265,O36893,Maternal care for other specified fetal problems, third trimester
7266,O36899,Maternal care for other specified fetal problems, unspecified trimester
7267,O369,Maternal care for fetal problem, unspecified
7268,O3690,Maternal care for fetal problem, unspecified, unspecified trimester
7269,O3691,Maternal care for fetal problem, unspecified, first trimester
7270,O3692,Maternal care for fetal problem, unspecified, second trimester
7271,O3693,Maternal care for fetal problem, unspecified, third trimester
7272,O40,Polyhydramnios
7273,O401,Polyhydramnios, first trimester
7274,O402,Polyhydramnios, second trimester
7275,O403,Polyhydramnios, third trimester
7276,O409,Polyhydramnios, unspecified trimester
7277,O41,Other disorders of amniotic fluid and membranes
7278,O410,Oligohydramnios
7279,O4100,Oligohydramnios, unspecified trimester
7280,O4101,Oligohydramnios, first trimester
7281,O4102,Oligohydramnios, second trimester
7282,O4103,Oligohydramnios, third trimester
7283,O411,Infection of amniotic sac and membranes
7284,O4110,Infection of amniotic sac and membranes, unspecified
7285,O41101,Infection of amniotic sac and membranes, unspecified, first trimester
7286,O41102,Infection of amniotic sac and membranes, unspecified, second trimester
7287,O41103,Infection of amniotic sac and membranes, unspecified, third trimester
7288,O41109,Infection of amniotic sac and membranes, unspecified, unspecified trimester
7289,O4112,Chorioamnionitis
7290,O41121,Chorioamnionitis, first trimester
7291,O41122,Chorioamnionitis, second trimester
7292,O41123,Chorioamnionitis, third trimester
7293,O41129,Chorioamnionitis, unspecified trimester
7294,O4114,Placentitis
7295,O41141,Placentitis, first trimester
7296,O41142,Placentitis, second trimester
7297,O41143,Placentitis, third trimester
7298,O41149,Placentitis, unspecified trimester
7299,O418,Other specified disorders of amniotic fluid and membranes
7300,O418X,Other specified disorders of amniotic fluid and membranes
7301,O418X1,Other specified disorders of amniotic fluid and membranes, first trimester
7302,O418X2,Other specified disorders of amniotic fluid and membranes, second trimester
7303,O418X3,Other specified disorders of amniotic fluid and membranes, third trimester
7304,O418X9,Other specified disorders of amniotic fluid and membranes, unspecified trimester
7305,O419,Disorder of amniotic fluid and membranes, unspecified
7306,O4190,Disorder of amniotic fluid and membranes, unspecified, unspecified trimester
7307,O4191,Disorder of amniotic fluid and membranes, unspecified, first trimester
7308,O4192,Disorder of amniotic fluid and membranes, unspecified, second trimester
7309,O4193,Disorder of amniotic fluid and membranes, unspecified, third trimester
7310,O42,Premature rupture of membranes
7311,O420,Premature rupture of membranes, onset of labor within 24 hours of rupture
7312,O4201,Preterm premature rupture of membranes, onset of labor within 24 hours of rupture
7313,O4202,Full-term premature rupture of membranes, onset of labor within 24 hours of rupture
7314,O421,Premature rupture of membranes, onset of labor more than 24 hours following rupture
7315,O4211,Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture
7316,O4212,Full-term premature rupture of membranes, onset of labor more than 24 hours following rupture
7317,O429,Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor
7318,O4291,Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor
7319,O4292,Full-term premature rupture of membranes, unspecified as to length of time between rupture and onset of labor
7320,O43,Placental disorders
7321,O430,Placental transfusion syndromes
7322,O4301,Fetomaternal placental transfusion syndrome
7323,O4302,Fetus-to-fetus placental transfusion syndrome
7324,O431,Malformation of placenta
7325,O4310,Malformation of placenta, unspecified
7326,O4311,Circumvallate placenta
7327,O4312,Velamentous insertion of umbilical cord
7328,O4319,Other malformation of placenta
7329,O432,Morbidly adherent placenta
7330,O4321,Placenta accreta
7331,O4322,Placenta increta
7332,O4323,Placenta percreta
7333,O438,Other placental disorders
7334,O4381,Placental infarction
7335,O4389,Other placental disorders
7336,O439,Unspecified placental disorder
7337,O44,Placenta previa
7338,O440,Complete placenta previa NOS or without hemorrhage
7339,O441,Complete placenta previa with hemorrhage
7340,O442,Partial placenta previa without hemorrhage
7341,O443,Partial placenta previa with hemorrhage
7342,O444,Low lying placenta NOS or without hemorrhage
7343,O445,Low lying placenta with hemorrhage
7344,O45,Premature separation of placenta [abruptio placentae]
7345,O450,Premature separation of placenta with coagulation defect
7346,O4500,Premature separation of placenta with coagulation defect, unspecified
7347,O4501,Premature separation of placenta with afibrinogenemia
7348,O4502,Premature separation of placenta with disseminated intravascular coagulation
7349,O4509,Premature separation of placenta with other coagulation defect
7350,O458,Other premature separation of placenta
7351,O458X,Other premature separation of placenta
7352,O459,Premature separation of placenta, unspecified
7353,O46,Antepartum hemorrhage, not elsewhere classified
7354,O460,Antepartum hemorrhage with coagulation defect
7355,O4600,Antepartum hemorrhage with coagulation defect, unspecified
7356,O4601,Antepartum hemorrhage with afibrinogenemia
7357,O4602,Antepartum hemorrhage with disseminated intravascular coagulation
7358,O4609,Antepartum hemorrhage with other coagulation defect
7359,O468,Other antepartum hemorrhage
7360,O468X,Other antepartum hemorrhage
7361,O469,Antepartum hemorrhage, unspecified
7362,O47,False labor
7363,O470,False labor before 37 completed weeks of gestation
7364,O471,False labor at or after 37 completed weeks of gestation
7365,O479,False labor, unspecified
7366,O48,Late pregnancy
7367,O60,Preterm labor
7368,O600,Preterm labor without delivery
7369,O601,Preterm labor with preterm delivery
7370,O6010,Preterm labor with preterm delivery, unspecified trimester
7371,O6012,Preterm labor second trimester with preterm delivery second trimester
7372,O6013,Preterm labor second trimester with preterm delivery third trimester
7373,O6014,Preterm labor third trimester with preterm delivery third trimester
7374,O602,Term delivery with preterm labor
7375,O6020,Term delivery with preterm labor, unspecified trimester
7376,O6022,Term delivery with preterm labor, second trimester
7377,O6023,Term delivery with preterm labor, third trimester
7378,O61,Failed induction of labor
7379,O62,Abnormalities of forces of labor
7380,O63,Long labor
7381,O64,Obstructed labor due to malposition and malpresentation of fetus
7382,O640,Obstructed labor due to incomplete rotation of fetal head
7383,O641,Obstructed labor due to breech presentation
7384,O642,Obstructed labor due to face presentation
7385,O643,Obstructed labor due to brow presentation
7386,O644,Obstructed labor due to shoulder presentation
7387,O645,Obstructed labor due to compound presentation
7388,O648,Obstructed labor due to other malposition and malpresentation
7389,O649,Obstructed labor due to malposition and malpresentation, unspecified
7390,O65,Obstructed labor due to maternal pelvic abnormality
7391,O66,Other obstructed labor
7392,O664,Failed trial of labor
7393,O665,Attempted application of vacuum extractor and forceps
7394,O666,Obstructed labor due to other multiple fetuses
7395,O668,Other specified obstructed labor
7396,O669,Obstructed labor, unspecified
7397,O67,Labor and delivery complicated by intrapartum hemorrhage, not elsewhere classified
7398,O68,Labor and delivery complicated by abnormality of fetal acid-base balance
7399,O69,Labor and delivery complicated by umbilical cord complications
7400,O690,Labor and delivery complicated by prolapse of cord
7401,O691,Labor and delivery complicated by cord around neck, with compression
7402,O692,Labor and delivery complicated by other cord entanglement, with compression
7403,O693,Labor and delivery complicated by short cord
7404,O694,Labor and delivery complicated by vasa previa
7405,O695,Labor and delivery complicated by vascular lesion of cord
7406,O698,Labor and delivery complicated by other cord complications
7407,O6981,Labor and delivery complicated by cord around neck, without compression
7408,O6982,Labor and delivery complicated by other cord entanglement, without compression
7409,O6989,Labor and delivery complicated by other cord complications
7410,O699,Labor and delivery complicated by cord complication, unspecified
7411,O70,Perineal laceration during delivery
7412,O702,Third degree perineal laceration during delivery
7413,O703,Fourth degree perineal laceration during delivery
7414,O704,Anal sphincter tear complicating delivery, not associated with third degree laceration
7415,O709,Perineal laceration during delivery, unspecified
7416,O71,Other obstetric trauma
7417,O710,Rupture of uterus (spontaneous) before onset of labor
7418,O711,Rupture of uterus during labor
7419,O712,Postpartum inversion of uterus
7420,O713,Obstetric laceration of cervix
7421,O714,Obstetric high vaginal laceration alone
7422,O715,Other obstetric injury to pelvic organs
7423,O716,Obstetric damage to pelvic joints and ligaments
7424,O717,Obstetric hematoma of pelvis
7425,O718,Other specified obstetric trauma
7426,O719,Obstetric trauma, unspecified
7427,O72,Postpartum hemorrhage
7428,O73,Retained placenta and membranes, without hemorrhage
7429,O74,Complications of anesthesia during labor and delivery
7430,O75,Other complications of labor and delivery, not elsewhere classified
7431,O758,Other specified complications of labor and delivery
7432,O759,Complication of labor and delivery, unspecified
7433,O76,Abnormality in fetal heart rate and rhythm complicating labor and delivery
7434,O77,Other fetal stress complicating labor and delivery
7435,O80,Encounter for full-term uncomplicated delivery
7436,O82,Encounter for cesarean delivery without indication
7437,O85,Puerperal sepsis
7438,O86,Other puerperal infections
7439,O861,Other infection of genital tract following delivery
7440,O862,Urinary tract infection following delivery
7441,O864,Pyrexia of unknown origin following delivery
7442,O868,Other specified puerperal infections
7443,O87,Venous complications and hemorrhoids in the puerperium
7444,O88,Obstetric embolism
7445,O880,Obstetric air embolism
7446,O8801,Obstetric air embolism in pregnancy
7447,O8802,Air embolism in childbirth
7448,O8803,Air embolism in the puerperium
7449,O881,Amniotic fluid embolism
7450,O8811,Amniotic fluid embolism in pregnancy
7451,O8812,Amniotic fluid embolism in childbirth
7452,O8813,Amniotic fluid embolism in the puerperium
7453,O882,Obstetric thromboembolism
7454,O8821,Thromboembolism in pregnancy
7455,O8822,Thromboembolism in childbirth
7456,O8823,Thromboembolism in the puerperium
7457,O883,Obstetric pyemic and septic embolism
7458,O8831,Pyemic and septic embolism in pregnancy
7459,O8832,Pyemic and septic embolism in childbirth
7460,O8833,Pyemic and septic embolism in the puerperium
7461,O888,Other obstetric embolism
7462,O8881,Other embolism in pregnancy
7463,O8882,Other embolism in childbirth
7464,O8883,Other embolism in the puerperium
7465,O89,Complications of anesthesia during the puerperium
7466,O890,Pulmonary complications of anesthesia during the puerperium
7467,O891,Cardiac complications of anesthesia during the puerperium
7468,O892,Central nervous system complications of anesthesia during the puerperium
7469,O893,Toxic reaction to local anesthesia during the puerperium
7470,O894,Spinal and epidural anesthesia-induced headache during the puerperium
7471,O895,Other complications of spinal and epidural anesthesia during the puerperium
7472,O896,Failed or difficult intubation for anesthesia during the puerperium
7473,O898,Other complications of anesthesia during the puerperium
7474,O899,Complication of anesthesia during the puerperium, unspecified
7475,O90,Complications of the puerperium, not elsewhere classified
7476,O908,Other complications of the puerperium, not elsewhere classified
7477,O909,Complication of the puerperium, unspecified
7478,O91,Infections of breast associated with pregnancy, the puerperium and lactation
7479,O910,Infection of nipple associated with pregnancy, the puerperium and lactation
7480,O9101,Infection of nipple associated with pregnancy
7481,O9102,Infection of nipple associated with the puerperium
7482,O9103,Infection of nipple associated with lactation
7483,O911,Abscess of breast associated with pregnancy, the puerperium and lactation
7484,O9111,Abscess of breast associated with pregnancy
7485,O9112,Abscess of breast associated with the puerperium
7486,O9113,Abscess of breast associated with lactation
7487,O912,Nonpurulent mastitis associated with pregnancy, the puerperium and lactation
7488,O9121,Nonpurulent mastitis associated with pregnancy
7489,O9122,Nonpurulent mastitis associated with the puerperium
7490,O9123,Nonpurulent mastitis associated with lactation
7491,O92,Other disorders of breast and disorders of lactation associated with pregnancy and the puerperium
7492,O920,Retracted nipple associated with pregnancy, the puerperium, and lactation
7493,O9201,Retracted nipple associated with pregnancy
7494,O9202,Retracted nipple associated with the puerperium
7495,O9203,Retracted nipple associated with lactation
7496,O921,Cracked nipple associated with pregnancy, the puerperium, and lactation
7497,O9211,Cracked nipple associated with pregnancy
7498,O9212,Cracked nipple associated with the puerperium
7499,O9213,Cracked nipple associated with lactation
7500,O922,Other and unspecified disorders of breast associated with pregnancy and the puerperium
7501,O923,Agalactia
7502,O924,Hypogalactia
7503,O925,Suppressed lactation
7504,O926,Galactorrhea
7505,O927,Other and unspecified disorders of lactation
7506,O94,Sequelae of complication of pregnancy, childbirth, and the puerperium
7507,O98,Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium
7508,O980,Tuberculosis complicating pregnancy, childbirth and the puerperium
7509,O9801,Tuberculosis complicating pregnancy
7510,O9802,Tuberculosis complicating childbirth
7511,O9803,Tuberculosis complicating the puerperium
7512,O981,Syphilis complicating pregnancy, childbirth and the puerperium
7513,O9811,Syphilis complicating pregnancy
7514,O9812,Syphilis complicating childbirth
7515,O9813,Syphilis complicating the puerperium
7516,O982,Gonorrhea complicating pregnancy, childbirth and the puerperium
7517,O9821,Gonorrhea complicating pregnancy
7518,O9822,Gonorrhea complicating childbirth
7519,O9823,Gonorrhea complicating the puerperium
7520,O983,Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium
7521,O9831,Other infections with a predominantly sexual mode of transmission complicating pregnancy
7522,O9832,Other infections with a predominantly sexual mode of transmission complicating childbirth
7523,O9833,Other infections with a predominantly sexual mode of transmission complicating the puerperium
7524,O984,Viral hepatitis complicating pregnancy, childbirth and the puerperium
7525,O9841,Viral hepatitis complicating pregnancy
7526,O9842,Viral hepatitis complicating childbirth
7527,O9843,Viral hepatitis complicating the puerperium
7528,O985,Other viral diseases complicating pregnancy, childbirth and the puerperium
7529,O9851,Other viral diseases complicating pregnancy
7530,O9852,Other viral diseases complicating childbirth
7531,O9853,Other viral diseases complicating the puerperium
7532,O986,Protozoal diseases complicating pregnancy, childbirth and the puerperium
7533,O9861,Protozoal diseases complicating pregnancy
7534,O9862,Protozoal diseases complicating childbirth
7535,O9863,Protozoal diseases complicating the puerperium
7536,O987,Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium
7537,O9871,Human immunodeficiency virus [HIV] disease complicating pregnancy
7538,O9872,Human immunodeficiency virus [HIV] disease complicating childbirth
7539,O9873,Human immunodeficiency virus [HIV] disease complicating the puerperium
7540,O988,Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium
7541,O9881,Other maternal infectious and parasitic diseases complicating pregnancy
7542,O9882,Other maternal infectious and parasitic diseases complicating childbirth
7543,O9883,Other maternal infectious and parasitic diseases complicating the puerperium
7544,O989,Unspecified maternal infectious and parasitic disease complicating pregnancy, childbirth and the puerperium
7545,O9891,Unspecified maternal infectious and parasitic disease complicating pregnancy
7546,O9892,Unspecified maternal infectious and parasitic disease complicating childbirth
7547,O9893,Unspecified maternal infectious and parasitic disease complicating the puerperium
7548,O99,Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium
7549,O990,Anemia complicating pregnancy, childbirth and the puerperium
7550,O9901,Anemia complicating pregnancy
7551,O9902,Anemia complicating childbirth
7552,O9903,Anemia complicating the puerperium
7553,O991,Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium
7554,O9911,Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy
7555,O9912,Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating childbirth
7556,O9913,Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating the puerperium
7557,O992,Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium
7558,O9921,Obesity complicating pregnancy, childbirth, and the puerperium
7559,O9928,Other endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium
7560,O993,Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium
7561,O9931,Alcohol use complicating pregnancy, childbirth, and the puerperium
7562,O9932,Drug use complicating pregnancy, childbirth, and the puerperium
7563,O9933,Tobacco use disorder complicating pregnancy, childbirth, and the puerperium
7564,O9934,Other mental disorders complicating pregnancy, childbirth, and the puerperium
7565,O9935,Diseases of the nervous system complicating pregnancy, childbirth, and the puerperium
7566,O994,Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium
7567,O9941,Diseases of the circulatory system complicating pregnancy
7568,O9942,Diseases of the circulatory system complicating childbirth
7569,O9943,Diseases of the circulatory system complicating the puerperium
7570,O995,Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium
7571,O9951,Diseases of the respiratory system complicating pregnancy
7572,O9952,Diseases of the respiratory system complicating childbirth
7573,O9953,Diseases of the respiratory system complicating the puerperium
7574,O996,Diseases of the digestive system complicating pregnancy, childbirth and the puerperium
7575,O9961,Diseases of the digestive system complicating pregnancy
7576,O9962,Diseases of the digestive system complicating childbirth
7577,O9963,Diseases of the digestive system complicating the puerperium
7578,O997,Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium
7579,O9971,Diseases of the skin and subcutaneous tissue complicating pregnancy
7580,O9972,Diseases of the skin and subcutaneous tissue complicating childbirth
7581,O9973,Diseases of the skin and subcutaneous tissue complicating the puerperium
7582,O998,Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium
7583,O9981,Abnormal glucose complicating pregnancy, childbirth and the puerperium
7584,O9982,Streptococcus B carrier state complicating pregnancy, childbirth and the puerperium
7585,O9983,Other infection carrier state complicating pregnancy, childbirth and the puerperium
7586,O9984,Bariatric surgery status complicating pregnancy, childbirth and the puerperium
7587,O9989,Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium
7588,O9A,Maternal malignant neoplasms, traumatic injuries and abuse classifiable elsewhere but complicating pregnancy, childbirth and the puerperium
7589,O9A1,Malignant neoplasm complicating pregnancy, childbirth and the puerperium
7590,O9A11,Malignant neoplasm complicating pregnancy
7591,O9A12,Malignant neoplasm complicating childbirth
7592,O9A13,Malignant neoplasm complicating the puerperium
7593,O9A2,Injury, poisoning and certain other consequences of external causes complicating pregnancy, childbirth and the puerperium
7594,O9A21,Injury, poisoning and certain other consequences of external causes complicating pregnancy
7595,O9A22,Injury, poisoning and certain other consequences of external causes complicating childbirth
7596,O9A23,Injury, poisoning and certain other consequences of external causes complicating the puerperium
7597,O9A3,Physical abuse complicating pregnancy, childbirth and the puerperium
7598,O9A31,Physical abuse complicating pregnancy
7599,O9A32,Physical abuse complicating childbirth
7600,O9A33,Physical abuse complicating the puerperium
7601,O9A4,Sexual abuse complicating pregnancy, childbirth and the puerperium
7602,O9A41,Sexual abuse complicating pregnancy
7603,O9A42,Sexual abuse complicating childbirth
7604,O9A43,Sexual abuse complicating the puerperium
7605,O9A5,Psychological abuse complicating pregnancy, childbirth and the puerperium
7606,O9A51,Psychological abuse complicating pregnancy
7607,O9A52,Psychological abuse complicating childbirth
7608,O9A53,Psychological abuse complicating the puerperium
7609,P00,Newborn affected by maternal conditions that may be unrelated to present pregnancy
7610,P008,Newborn affected by other maternal conditions
7611,P009,Newborn affected by unspecified maternal condition
7612,P01,Newborn affected by maternal complications of pregnancy
7613,P02,Newborn affected by complications of placenta, cord and membranes
7614,P022,Newborn affected by other and unspecified morphological and functional abnormalities of placenta
7615,P023,Newborn affected by placental transfusion syndromes
7616,P024,Newborn affected by prolapsed cord
7617,P025,Newborn affected by other compression of umbilical cord
7618,P026,Newborn affected by other and unspecified conditions of umbilical cord
7619,P027,Newborn affected by chorioamnionitis
7620,P028,Newborn affected by other abnormalities of membranes
7621,P029,Newborn affected by abnormality of membranes, unspecified
7622,P03,Newborn affected by other complications of labor and delivery
7623,P038,Newborn affected by other specified complications of labor and delivery
7624,P0381,Newborn affected by abnormality in fetal (intrauterine) heart rate or rhythm
7625,P0382,Meconium passage during delivery
7626,P0389,Newborn affected by other specified complications of labor and delivery
7627,P039,Newborn affected by complication of labor and delivery, unspecified
7628,P04,Newborn affected by noxious substances transmitted via placenta or breast milk
7629,P044,Newborn  affected by maternal use of drugs of addiction
7630,P045,Newborn affected by maternal use of nutritional chemical substances
7631,P046,Newborn affected by maternal exposure to environmental chemical substances
7632,P048,Newborn affected by other maternal noxious substances
7633,P049,Newborn affected by maternal noxious substance, unspecified
7634,P05,Disorders of newborn related to slow fetal growth and fetal malnutrition
7635,P050,Newborn light for gestational age
7636,P051,Newborn small for gestational age
7637,P052,Newborn affected by fetal (intrauterine) malnutrition not light or small for gestational age
7638,P059,Newborn affected by slow intrauterine growth, unspecified
7639,P07,Disorders of newborn related to short gestation and low birth weight, not elsewhere classified
7640,P070,Extremely low birth weight newborn
7641,P071,Other low birth weight newborn
7642,P072,Extreme immaturity of newborn
7643,P073,Preterm [premature] newborn [other]
7644,P08,Disorders of newborn related to long gestation and high birth weight
7645,P082,Late newborn, not heavy for gestational age
7646,P09,Abnormal findings on neonatal screening
7647,P10,Intracranial laceration and hemorrhage due to birth injury
7648,P11,Other birth injuries to central nervous system
7649,P12,Birth injury to scalp
7650,P128,Other birth injuries to scalp
7651,P129,Birth injury to scalp, unspecified
7652,P13,Birth injury to skeleton
7653,P14,Birth injury to peripheral nervous system
7654,P15,Other birth injuries
7655,P19,Metabolic acidemia in newborn
7656,P22,Respiratory distress of newborn
7657,P23,Congenital pneumonia
7658,P24,Neonatal aspiration
7659,P240,Meconium aspiration
7660,P241,Neonatal aspiration of (clear) amniotic fluid and mucus
7661,P242,Neonatal aspiration of blood
7662,P243,Neonatal aspiration of milk and regurgitated food
7663,P248,Other neonatal aspiration
7664,P249,Neonatal aspiration, unspecified
7665,P25,Interstitial emphysema and related conditions originating in the perinatal period
7666,P26,Pulmonary hemorrhage originating in the perinatal period
7667,P27,Chronic respiratory disease originating in the perinatal period
7668,P28,Other respiratory conditions originating in the perinatal period
7669,P281,Other and unspecified atelectasis of newborn
